,name,description,longitude,latitude,category,country
0,India Gate,,77.22949282049879,28.6129332,War Memorial,India
1,Humayun's Tomb,"Humayun's tomb (Persian: Maqbara-i Humayun) is the tomb of Mughal emperor, Mirza Nasir al-Din Muhammad commonly known as Humayun situated in Delhi, India.",77.2506468018002,28.5932856,Tomb,India
2,Akshardham Temple,"Swaminarayan Akshardham is a Hindu temple and spiritual-cultural campus in Delhi, India.",72.14177882095044,21.754097950000002,Temple,India
4,Jantar Mantar,"A Jantar Mantar (Hindustani pronunciation: [d͡ʒən̪t̪ər mən̪t̪ər]) is an assembly of stone-built astronomical instruments, designed to be used with the naked eye.",75.8244663,26.9247389,Observatory,India
5,Chandni Chowk,"The Chandni Chowk (meaning Moonlight Square) is one of the oldest and busiest markets in Old Delhi, India.",77.2321937,28.6559834,Market,India
6,Lotus Temple,,-118.3114643,34.0258457,Temple,India
7,Red Fort,,77.24079592327321,28.65608095,Fort,India
8,Agrasen ki Baoli,"Agrasen Ki Baoli (also known as behens Ki Baoli; transl. Baoli of Agrasen) is a 60-meter long and 15-meter wide historical stepwell in New Delhi, India.",77.2250111,28.626067550000002,Stepwell,India
9,Sunder Nursery,"Sunder Nursery, formerly called Azim Bagh or Bagh-e-Azeem, is a 16th-century heritage park complex adjacent to the Humayun's Tomb, a UNESCO World Heritage Site in Delhi.",77.24701877915552,28.596909750000002,Park,India
10,Garden of Five Senses,"The Garden of Five Senses is a park in Delhi, India.",77.1983444893105,28.5137724,Park,India
11,Lodhi Garden,"Lodi Gardens is a city park situated in New Delhi, India.",77.22155326227056,28.59626845,Park,India
12,National Gallery of Modern Art,"The National Gallery of Modern Art (NGMA) is the premier art gallery under Ministry of Culture, Government of India.",12.482530882573537,41.91723585,Museum,India
13,National Zoological Park ,,-77.04853783318326,38.928593649999996,Zoo,India
14,Qutub Minar,"The Qutb Minar, also spelled Qutub Minar and Qutab Minar, is a minaret and ""victory tower"" that forms part of the Qutb complex, which lies at the site of Delhi's oldest fortified city, Lal Kot, founded by the Tomar Rajputs.",77.18545014156862,28.524413,Monument,India
15,National Science Centre,"The National Science Centre (Polish: Narodowe Centrum Nauki, often abbreviated NCN) is a governmental grant-making agency responsible for providing financial support for the conduct of basic science research in Poland and various programs to assist scientists throughout their careers.",19.93059510982414,50.04657565,Science,India
16,Marine Drive,,-123.116935,49.209675,Promenade,India
17,Gateway of India,"The Gateway of India is an arch-monument completed in 1924 on the waterfront of Mumbai (Bombay), India.",72.83456565615893,18.9219661,Monument,India
18,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,"Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, (CSMVS) formerly named the Prince of Wales Museum of Western India, is a museum in Mumbai (Bombay) which documents the history of India from prehistoric to modern times.",72.83259207655172,18.926877249999997,Museum,India
19,Sanjay Gandhi National Park,"Sanjay Gandhi National Park is an 87 km2 (34 sq mi) protected area in Mumbai, Maharashtra.",72.9163268,19.2093238,National Park,India
20,Siddhivinayak Temple,The Shri Siddhivinayak Ganapati Mandir is a Hindu temple dedicated to Ganesha.,74.72637102911924,18.444366950000003,Temple,India
21,Mahalaxmi Temple,"Mahalaxmi Temple is a Hindu temple, dedicated to Mahalakshmi the central deity of Devi Mahatmyam, located in Mumbai, India.",74.22289466969818,16.69485745,Temple,India
22,Haji Ali Dargah,The Haji Ali Dargah is a mosque and dargah or the monument of Pir Haji Ali Shah Bukhari located on an islet off the coast of Worli in the southern Mumbai.,72.8089926,18.9828229,Religious Shrine,India
23,Chowpatty Beach,"Girgaon Chowpatty (IAST: Giragāva Chaupāṭī), is a public beach along the Queen’s Necklace adjoining Marine Drive in the Girgaon area of Mumbai (Bombay), Konkan division, India.",72.81287122931477,18.9543739,Beach,India
24,Essel World,,72.8080979,19.2253824,Amusement Park,India
25,Elephanta Caves,,72.931902,18.9630478,Monument,India
27,Bangalore Palace,,77.59200860232801,12.9985954,Palace,India
28,Lalbagh Botanical Garden,"Lalbagh Botanical Garden or simply Lalbagh (lit. 'red garden'), is a botanical garden in Bangalore, India, with an over 200-year history.",77.5868881603906,12.948849150000001,Botanical Garden,India
29,Cubbon Park,"Cubbon Park, officially Sri Chamarajendra Park, is a landmark park in Bengaluru, located in the heart of the city in the Central Administrative Area.",77.5975758,12.9809794,Park,India
30,Vidhana Soudha,"Vidhana Soudha (lit. 'Legislative House') is a building in Bangalore, India which serves as the seat of the state legislature of Karnataka.",77.5900021,12.9772093,Government Building,India
31,ISKCON Temple Bangalore,Sri Radha Krishna-Chandra Temple (Kannada: ಶ್ರೀ ರಾಧಾ ಕೃಷ್ಣ ಮಂದಿರ) is one of the largest Krishna-Hindu temples in the world.,77.5514407,13.011855,Temple,India
32,Charminar,"The Charminar (lit. 'four minarets') is a monument located in Hyderabad, Telangana, India.",78.47464213773966,17.361602400000002,Landmark,India
33,Golconda Fort,"Golconda is a fortified citadel and ruined city located on the western outskirts of Hyderabad, Telangana, India.",78.4010990950247,17.3833665,Fort,India
34,Hussain Sagar Lake,"Hussain Sagar (alternatively referred to as Tank Bund; Telugu pronunciation: [ɦusen sɑːgər]) is a heart-shaped lake in Hyderabad, Telangana, India, built by Ibrahim Quli Qutb Shah in 1562.",78.47542103126167,17.42291125,Lake,India
35,Ramoji Film City,"Ramoji Film City is an integrated film studio facility located in Hyderabad, India.",78.67989489865988,17.252415300000003,Film Studio,India
36,Salar Jung Museum,"The Salar Jung Museum is an art museum located at Dar-ul-Shifa, on the southern bank of the Musi River in the city of Hyderabad, Telangana, India.",78.48014981700423,17.371392,Museum,India
37,Qutb Shahi Tombs,"The Qutub Shahi Tombs are located in the Ibrahim Bagh (garden precinct), close to the famous Golconda Fort in Hyderabad, India.",78.4001622,17.3973713,Tombs,India
38,Birla Mandir,The Birla Mandirs (Birla Temples) refer to different Hindu temples or Mandirs built by the Birla family in different cities across India.,88.36495619257875,22.530487,Temple,India
39,Chowmahalla Palace,"Chowmahalla Palace or Chowmahallat is the palace of the Nizams of Hyderabad State located in Hyderabad, Telangana, India.",78.47170545810262,17.35758165,Palace,India
40,Nehru Zoological Park,"Nehru Zoological Park (also known as Zoo Park) is a zoo located near Mir Alam Tank in Bahadurpura, Telangana, India.",78.44555984216913,17.35144185,Zoo,India
41,Lumbini Park,"Lumbini Park, officially T. Anjaiah Lumbini Park, is a small public, urban park of 3 hectares (7.5 acres) adjacent to Hussain Sagar in Hyderabad, India.",78.47291996753384,17.409892,Park,India
42,Victoria Memorial,"The Victoria Memorial is a large marble monument on the Maidan in Central Kolkata, having its entrance on the Queen's Way.",-0.14058648979892263,51.501839950000004,Museum,India
43,Howrah Bridge,"The Howrah Bridge is a balanced steel bridge over the Hooghly River in West Bengal, India.",88.34682503442306,22.5850914,Bridge,India
44,Indian Museum,"The Indian Museum (formerly called Imperial Museum of Calcutta before independence,) is a massive museum in Central Kolkata, West Bengal, India.",88.35103354605039,22.5575863,Museum,India
45,Dakshineswar Kali Temple,"Dakshineswar Kali Temple or Dakshineswar Kalibari is a Hindu navaratna temple in Dakshineswar, Kolkata, West Bengal, India.",88.35757762289637,22.654827,Temple,India
46,Kalighat Kali Temple,"Kalighat Kali Temple is a Hindu temple in Kalighat, Kolkata, West Bengal, India, dedicated to the Hindu goddess Kali.",88.3420595927141,22.520211,Temple,India
47,Eden Gardens,"Eden Gardens is an international cricket stadium in Kolkata, India.",88.34233709906334,22.564609349999998,Cricket Ground,India
49,Science City Kolkata,"Science City, Kolkata is a science centre and science park in Kolkata, West Bengal, India.",88.3958472226955,22.5400604,Science,India
50,Belur Math,"Belur Math (pronounced [ˈbeluɽ ˈmɔʈʰ]) is the headquarters of the Ramakrishna Math and Ramakrishna Mission, founded by Swami Vivekananda, the chief disciple of Ramakrishna Paramahamsa.",88.3505828,22.6313023,Site,India
51,Marble Palace,"Marble Palace (Russian: Мраморный дворец) is one of the first Neoclassical palaces in Saint Petersburg, Russia.",30.326732954120263,59.9451706,Palace,India
52,Calangute Beach,Calangute is a town in the North Goa district of the Indian state of Goa.,73.75556172684907,15.54248845,Beach,India
53,Basilica of Bom Jesus,"The Basilica of Bom Jesus (Portuguese: Basílica do Bom Jesus; Konkani: Borea Jezuchi Bajilika) is a Catholic basilica located in Goa, in the Konkan region of India.",73.9110524735566,15.50067815,Church,India
54,Fort Aguada,"Fort Aguada is a well-preserved seventeenth-century Portuguese-era fort, along with a lighthouse, standing in Goa, India, on Sinquerim Beach, overlooking the Arabian Sea.",73.77359755781772,15.4923866,Fort,India
55,Dudhsagar Falls,Dudhsagar Falls (lit. 'Sea of Milk') is a four-tiered waterfall on the Mandovi River in the Indian state of  Goa.,74.3142439,15.3135273,Waterfall,India
56,Anjuna Beach,"Anjuna (, an-JOO-nə; Konkani pronunciation: [ɦɔɳzuɳẽ]) is a village located on the coast of North Goa, India.",73.74025445964364,15.5758504,Beach,India
57,Chapora Fort,"Chapora Fort (Konkani pronunciation: [ʃɑːpoːɾɑː], Devanagari: शापोरा), located in Bardez, Goa, rises high above the Chapora River.",73.73528453536335,15.6059531,Fort,India
58,Se Cathedral,"The Sé Catedral de Santa Catarina, known as Se Cathedral, is the cathedral of the Latin Church Archdiocese of Goa and Daman and the seat of the Patriarch of the East Indies.",73.912274142588,15.50378315,Church,India
59,Baga Beach,"Baga a seaside town in Bardez, Goa, India.",73.75098000806346,15.5573721,Beach,India
60,Arambol Beach,"Arambol is a traditional fisherman village in the Pernem administrative region of North Goa, India, located 24.6 km (15.3 mi) north of Goa's capital city of Panaji.",73.7051496452107,15.6786308,Beach,India
61,Palolem Beach,"Palolem Beach is situated in Canacona in southern Goa, India.",74.02422899735367,15.0093077,Beach,India
62,Colva Beach,"Agonda is a large village located in Canacona in South Goa district, India.",73.91086809145179,15.285009500000001,Beach,India
63,Miramar Beach,"Miramar Beach is a census-designated place (CDP) in Walton County, Florida, United States.",-86.36415507226641,30.38251735,Beach,India
64,Aguada Beach,"Taj Hotels is a chain of luxury hotels and a subsidiary of the Indian Hotels Company Limited, headquartered in Mumbai, India.",73.76725052409091,15.498879500000001,Beach,India
66,Sabarmati Ashram,"Sabarmati Ashram (also known as Gandhi Ashram) is located in the Sabarmati suburb of Ahmedabad, Gujarat, adjoining the Ashram Road, on the banks of the River Sabarmati, 4 miles (6.4 km) from the town hall.",72.58063821550073,23.06016515,Historical,India
67,Dwarkadhish Temple,"The Dwarkadhish temple, also known as the Jagat Mandir and occasionally spelled Dwarakadheesh, is a Hindu temple dedicated to Krishna, who is worshiped here by the name Dwarkadhish (Dvārakādhīśa), or 'King of Dwarka'.",68.96762116604799,22.2376426,Temple,India
68,Gir National Park,"Gir National Park and Wildlife Sanctuary, also known as Sasan Gir, is a forest, national park, and wildlife sanctuary near Talala Gir in Gujarat, India.",70.77479518262551,21.12677885,National Park,India
69,White Desert,"Sahara el Beyda, the White Desert Protected Area, is a national park in Egypt, first established as a protected area in 2002.",28.1952093,27.2938408,Site,India
70,Laxmi Vilas Palace,"The Lakshmi Vilas Palace (Gujarati: લક્ષ્મી વિલાસ મહેલ) in Vadodara, Gujarat, India, was constructed in 1890 by the Gaekwad family, a prominent Maratha family, who ruled the Baroda State.",85.2302656,25.7164859,Palace,India
71,Somnath Temple,"Somnath temple (IAST:  somanātha) or Deo Patan, is a Hindu temple, located in Prabhas Patan, Veraval in Gujarat, India.",70.40138361293602,20.88775775,Temple,India
72,Rann Utsav,"The Great Rann of Kutch (or Rann of Kutch seasonal salt marsh) is a salt marsh in the Thar Desert in the Kutch District of Gujarat, India.",69.5040793,23.7998618,Cultural,India
73,Statue of Unity,,73.71916402600398,21.837977000000002,Monument,India
74,Dandi Kutir,"Sabarmati Ashram (also known as Gandhi Ashram) is located in the Sabarmati suburb of Ahmedabad, Gujarat, adjoining the Ashram Road, on the banks of the River Sabarmati, 4 miles (6.4 km) from the town hall.",72.63119595,23.232805499999998,Museum,India
75,Sabarmati Riverfront,"Sabarmati Riverfront is a waterfront being developed along the banks of Sabarmati river in Ahmedabad, India.",72.57212521555499,23.03603973192598,Urban Development Project,India
76,Manek Chowk,"Manek Chowk

Manek Chowk is a prominent city square located in Old Ahmedabad, India.",72.5889516,23.0231798,Market,India
77,Kankaria Lake,Kankaria Lake is the second largest lake in Ahmedabad in the Indian state of Gujarat.,72.59952118019814,23.00614335,Lake,India
78,Science City,,72.49479798780331,23.077854,Science,India
79,Hawa Mahal,"The Hawa Mahal is a palace in the city of Jaipur, Rajasthan, India.",75.8268652,26.923932,Palace,India
80,City Palace,,75.82383458642204,26.926209649999997,Palace,India
81,Jaisalmer Fort,"Jaisalmer Fort is situated in the city of Jaisalmer, in the Indian state of Rajasthan.",70.91249328704552,26.9127655,Fort,India
83,Pushkar Lake,Pushkar Lake or Pushkar Sarovar is located in the town of Pushkar near Ajmer city in Ajmer district of the Rajasthan state of western India.,74.55404662867572,26.487553300000002,Temple,India
84,Ajmer Sharif Dargah,"Ajmer Sharif Dargah (also Ajmer Dargah Shareef, Ajmer Sharif or Dargah Sharif) is a Sufi Tomb (dargah) of the Sufi saint, Khwaja Moinuddin Hasan Chishti, located at Ajmer Shareef, Rajasthan, India.",74.62795673132572,26.4563076,Shrine,India
85,Mehrangarh Fort,"Mehrangarh is an historic fort located in Jodhpur, Rajasthan, India.",73.0195132,26.2995407,Fort,India
86,Chittorgarh Fort,"Chittorgarh (literally Chittor Fort), also known as Chittod Fort, is one of the largest forts in India.",74.64669478790279,24.88171425,Fort,India
88,Junagarh Fort,"Junagarh Fort is a fort in the city of Bikaner, Rajasthan, India.",73.31813295123831,28.0223479,Fort,India
89,Amber Fort,,75.8506607,26.9863104,Fort,India
90,Jaigarh Fort,"Jaigarh Fort is situated on the promontory called the Cheel ka Teela (Hill of Eagles) of the Aravalli range; it overlooks the Amer Fort and the Maota Lake, near Amer in Jaipur, Rajasthan, India.",73.22132756154244,17.301143699999997,Fort,India
91,Lake Pichola,"Lake Pichola, situated in Udaipur city in the Indian state of Rajasthan, is an artificial fresh water lake, created in the year 1362, named after the nearby Picholi village.",73.6721832759262,24.56962175,Lake,India
92,Golden Temple (Harmandir Sahib),"The Golden Temple (also known as the Harmandir Sahib (lit. 'House of God', Punjabi pronunciation: [ɦəɾᵊmən̪d̪əɾᵊ saːɦ(ɪ)bᵊ]), or the Darbār Sahib, (lit. ''exalted court'', [d̪əɾᵊbaːɾᵊ saːɦ(ɪ)bᵊ] or Suvaran Mandir) is a gurdwara located in the city of Amritsar, Punjab, India.",74.87652807501824,31.61997865,Religious Site,India
93,Jallianwala Bagh,"Jallianwala Bagh is a historic garden and memorial of national importance close to the Golden Temple complex in Amritsar, Punjab, India, preserved in the memory of those wounded and killed in the Jallianwala Bagh Massacre that took place on the site on the festival of Baisakhi Day, 13 April 1919.",74.88013037088294,31.62085375,Memorial,India
94,Wagah Border,"Wagah (; Punjabi: واگھا [ʋäː˦ˈgä]; Urdu: واہگہ [ˈwɑːɦˌgɑː]), also spelled Wagha, is a village and union council (UC 181) located in the Wahga Zone near Lahore City District, Pakistan.",73.7644358,15.5381648,Border Crossing,India
95,Rock Garden,"A rock garden, also known as a rockery and formerly as a rockwork, is a garden, or more often a part of a garden, with a landscaping framework of rocks, stones, and gravel, with planting appropriate to this setting.",76.8066301819285,30.7531959,Sculpture Garden,India
96,Alappuzha Beach,"Alappuzha Beach is a beach in Alappuzha town and a tourist attraction in Kerala, India.",76.31993754677151,9.4824643,Beach,India
98,Fort Kochi,"Fort Kochi ( KOH-chee, Malayalam: [foːrʈ kotˈt͡ʃi]; Cochin Portuguese Creole: Cochim de Baixo, European Portuguese: [kuˈʃĩ ðɨ ˈβaʃu]), formerly known as Fort Cochin or British Cochin, is a neighbourhood of Kochi city in Kerala, India.",76.2422995,9.966736,Site,India
99,Padmanabhaswamy Temple,"The Padmanabhaswamy Temple is a Hindu temple dedicated to Vishnu in Thiruvananthapuram, the capital of the state of Kerala, India.",76.94386141355398,8.482706199999999,Temple,India
100,Kozhikode Beach,"Kozhikode Beach is a beach on the western side of Kozhikode, situated on the Malabar Coast of India.",75.76970378838618,11.255511,Beach,India
101,Wayanad Wildlife Sanctuary,"Wayanad Wildlife Sanctuary is a wildlife sanctuary in Wayanad, Kerala, India with an extent of 344.44 km2 (132.99 sq mi) and four hill ranges namely Sulthan Bathery, Muthanga, Kurichiat and Tholpetty.",76.2436909,11.7645326,Wildlife Sanctuary,India
102,Periyar National Park,"Periyar National Park and Wildlife Sanctuary (PNP) is a protected area located in the districts of Idukki and Pathanamthitta in Kerala, India.",77.30492081050761,9.4365357,National Park,India
103,Kumarakom Bird Sanctuary,"Kumarakom Bird Sanctuary (also known as Vembanad Bird Sanctuary) is situated at Kumarakom in Kottayam taluk of Kottayam district in the Indian state of Kerala, on the banks of Vembanad Lake.",76.42859,9.6273601,Bird Sanctuary,India
104,Varkala Beach,"Varkala Beach, also known as Papanasham Beach, is situated in the town of Varkala in Varkala Municipality, Thiruvananthapuram district, Kerala, India.",76.7054244896022,8.73322845,Beach,India
105,Bekal Fort,"Bekal Fort is a medieval fort built by Shivappa Nayaka of Keladi in 1650 AD, at Bekal.",75.03276512563474,12.39222375,Fort,India
106,Kovalam Beach,"Kovalam is a beach and seaside resort in the city of Thiruvananthapuram in Kerala, India.",76.9729934,8.3950997,Beach,India
107,St. Angelo Fort,St.,75.37197552056324,11.854121150000001,Fort,India
109,Kerala Folklore Museum,"Shesha (Sanskrit: शेष, romanized: Śeṣa, lit. 'Remainder'), also known by his epithets Sheshanaga (Sanskrit: शेषनाग, romanized: Śeṣanāga, lit. 'The snake Shesha') and Adishesha (Sanskrit: आदिशेष, romanized: Ādiśeṣa, lit. 'First Shesha'), is a serpentine demigod (naga) and king of the serpents (Nagaraja), as well as a primordial being of creation in Hinduism.",76.2990269799831,9.933086750000001,Cultural,India
110,Wonderla Amusement Park,Wonderla is the largest chain of amusement parks in India.,76.39177723537276,10.0267542,Amusement Park,India
111,Mysore Palace,,76.65538462991165,12.30521965,Palace,India
113,Abbey Falls,"Abbey Falls (also spelled Abbi Falls and Abbe Falls)  is a waterfall in Kodagu, in the Western Ghats of Karnataka, India.",-98.62566971294778,29.557844657770005,Waterfall,India
114,Om Beach,"Gokarna is a small temple town located in the Uttara Kannada district of Karnataka state in southern India, It has a population of around 20,000.",74.32542380148237,14.5190647,Beach,India
115,Mullayanagiri,"Mullayyanagiri is the highest peak in Karnataka, India.",75.7214034,13.3909217,Mountain Peak,India
116,Badami Cave Temples,"The Badami cave temples are a complex of Buddhist, Hindu and Jain cave temples located in Badami, a town in the Bagalkot district in northern part of Karnataka, India.",75.6843849,15.9183722,Cave,India
117,Jog Falls,,74.8123093,14.2292983,Waterfall,India
118,Panambur Beach,Panambur Beach is a beach on the shores of the Arabian Sea in the city of Mangalore in the Indian state of Karnataka.,74.80397842691207,12.938495549999999,Beach,India
120,Gol Gumbaz,"Gol Gumbaz (lit. 'Round Dome'), also written Gol Gumbad, is a 17th-century mausoleum located in Bijapur, a city in Karnataka, India.",75.73600963483852,16.82962645,Mausoleum,India
121,Bandipur National Park,Bandipur National Park is a national park covering 868.63 km2 (335.38 sq mi) in Chamarajnagar district in the Indian state of Karnataka.,76.42069589207,11.78668215,National Park,India
122,Halebidu Hoysaleswara Temple,"Hoysaleswara temple, also referred simply as the Halebidu temple, is a 12th-century Hindu temple dedicated to the god Shiva.",75.99425677879171,13.21244755,Temple,India
123,Shaniwar Wada,"Shaniwar Wada is a historical fortification in the city of Pune, India.",73.85535656171828,18.51938255,Fort,India
124,Ajanta Caves,The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India.,75.6995312210475,20.552449699999997,Cave,India
125,Sula Vineyards,"Sula Vineyards (or ""Sula"") is a winery and vineyard located in the Nashik region of western India, 180 km northeast of Mumbai.",77.64674255,12.9733994,Vineyard,India
126,Sai Baba Temple,"Sai Baba of Shirdi (c. 1838–15 October 1918), also known as Shirdi Sai Baba, was an Indian spiritual master considered to be a saint, and revered by both Hindu and Muslim devotees during and after his lifetime.",78.56084608938247,17.4082099,Temple,India
129,Deekshabhoomi,"Deekshabhoomi, also written as Deeksha Bhoomi, is a sacred monument of Navayana Buddhism located in Nagpur city in the state of Maharashtra in India; where B. R. Ambedkar with approximately 400,000 of his followers, mainly Dalits, embraced Buddhism on Ashoka Vijaya Dashami on 14 October 1956.",79.06693,21.1282013,Monument,India
130,Mahalakshmi Temple,"Mahalakshmi Temple (also known as Ambabai Mandir) is an important Hindu temple dedicated to Goddess Mahalakshmi, who resides here as Supreme Mother Mahalakshmi and is worshipped by locals as Ambabai.",74.22289466969818,16.69485745,Temple,India
131,Karla Caves,,73.4700831,18.7854757,Cave,India
132,Tarkarli Beach,Tarkarli is a village in Malvan taluka in Sindhudurg district in the Indian state of Maharashtra.,73.48953019770008,16.01468895,Beach,India
133,Kaas Plateau,"The Kas Plateau Reserved Forest, also known as the Kaas Pathar, is a plateau situated 25 kilometres west from Satara city in Maharashtra, India.",4.3165089,51.8553033,Valley,India
134,Echo Point,Echo Point is an Australian television soap opera produced by Southern Star Group for Network Ten on 1 June 1995 until 1 December 1995.,150.3121656,-33.732239,Viewpoint,India
135,Ellora Caves,"The Ellora Caves are a UNESCO World Heritage Site in Aurangabad district, Maharashtra, India.",75.17751524179019,20.026752549999998,Cave,India
137,Sanchi Stupa,"Sanchi Stupa is a Buddhist complex, famous for its Great Stupa, on a hilltop at Sanchi Town in Raisen District of the State of Madhya Pradesh, India.",77.73626853907035,23.48064,Monument,India
138,Rajwada Palace,"Rajwada, also known as the Holkar Palace or Old Palace, is a historical palace in Indore that was constructed by the Holkars of the Maratha empire around 2 centuries ago.",75.8547755,22.7184344,Palace,India
139,Gwalior Fort,"The Fort of Gwalior or the Gwalior Fort is a defence hill fort in Gwalior, India.",78.16653808964526,26.22359955,Fort,India
141,Dhuandhar Falls,The Dhuandhar Falls (धुआंधार) is a waterfall in Jabalpur district in the Indian state of Madhya Pradesh.,79.8134415,23.125398,Waterfall,India
142,Bee Falls,Pachmarhi is a hill station in the Hoshangabad district of Madhya Pradesh state of central India.,-83.0524277,34.9744379,Waterfall,India
144,Bandhavgarh National Park,"Bandhavgarh National Park is a national park of India, located in the Umaria district of Madhya Pradesh.",81.0245022889163,23.6444125,National Park,India
145,Orchha Fort,"The Orchha Fort complex, which houses a large number of ancient monuments consisting of the fort, palaces, temple, and other edifices, is located in the Orchha town in the Indian state of Madhya Pradesh.",78.64438586850149,25.3499086,Fort,India
146,Jahaz Mahal,"Jahaz Mahal (in Urdu language ‘Jahaz’ means ""Ship"" and ‘Mahal’ means ""Palace"", the ""Ship Palace""), is located next to Hauz-i-Shamsi in Mehrauli, Delhi .",77.1786639,28.5144248,Site,India
147,Bhimbetka Rock Shelters,"The Bhimbetka rock shelters are an archaeological site in central India that spans the Paleolithic and Mesolithic periods, as well as the historic period.",77.6133286,22.9384007,Prehistoric Site,India
150,The Ridge,,-113.597735,53.4617138,Scenic Point,India
151,Solang Valley,Solang Valley derives its name from a combination of the words Solang (Nearby village) and Nallah (water stream).,77.1565572,32.3160963,Valley,India
152,Dalai Lama Temple,"The 6th Dalai Lama, Tsangyang Gyatso (Tibetan: ཚངས་དབྱངས་རྒྱ་མཚོ, Wylie: tshangs-dbyangs rgya-mtsho, ZYPY: Cangyang Gyamco; 1 March 1683 – after 1706), was recognized as the 6th Dalai Lama after a delay of many years, permitting the Potala Palace to be completed.",76.32444468919702,32.2324387,Temple,India
